ID,LIMIT_BAL,GENDER,EDUCATION,MARRIAGE,AGE,PAY_HISTORY,BILL_AMT,PAY_AMT,default
447,410000,FEMALE,1,2,41,-1,371.5,23183,0
448,110000,FEMALE,2,2,51,-1,34972.83333,17477.33333,0
449,360000,MALE,1,2,29,-1,2094.666667,1916.333333,0
450,500000,MALE,1,1,37,-1,1659,1382.166667,0
451,350000,FEMALE,1,1,43,-1,191,9235.833333,0
452,80000,FEMALE,2,1,25,-1,2228.166667,2228.166667,0
453,180000,FEMALE,3,2,24,-1,6257.5,6257.5,0
454,430000,FEMALE,1,2,30,-1,13945.5,19849.66667,0
455,500000,FEMALE,2,1,37,-1,2993.5,4254.166667,0
456,150000,FEMALE,1,2,42,-1,-40.66666667,833.3333333,0
457,160000,FEMALE,3,1,55,-1,3974.833333,3557.833333,0
458,240000,FEMALE,1,2,40,-1,537,117,0
459,500000,FEMALE,1,1,44,-1,1160.333333,2209,0
460,120000,FEMALE,1,2,35,-1,909.3333333,2197.666667,0
461,210000,MALE,2,1,42,-1,1869,3367.5,0
462,280000,MALE,2,1,46,2,196287,6692.333333,1
463,340000,FEMALE,1,2,34,-1,34379,29217.16667,0
464,250000,FEMALE,2,1,40,-1,2766.333333,2788.666667,0
465,200000,MALE,1,1,52,-1,1037,1025,0
466,500000,FEMALE,1,2,36,-1,9090.166667,7506,0
467,70000,FEMALE,1,2,27,-1,240.3333333,273.6666667,0
468,260000,FEMALE,2,1,34,-2,2363,1057.166667,1
469,30000,FEMALE,3,1,56,2,19609.5,1316.666667,1
470,270000,MALE,1,1,50,-1,1225.333333,2035,0
471,200000,MALE,3,2,26,-1,8355,8343.333333,0
472,210000,FEMALE,1,2,33,-1,1957.5,1417.833333,0
473,60000,FEMALE,1,2,28,2,45084,1871.333333,1
474,360000,MALE,1,1,34,-1,1948.166667,1787.333333,0
475,220000,FEMALE,2,1,28,2,213401.6667,2708.666667,1
476,260000,FEMALE,1,1,39,-2,3123,2478.333333,1
477,30000,MALE,3,1,45,4,28165.83333,1383.333333,1
478,500000,MALE,1,1,46,-1,17987.16667,19446,0
479,80000,MALE,3,1,57,2,9702,975,1
480,90000,MALE,2,2,33,2,64915.5,2666.666667,1
481,210000,MALE,2,1,38,-1,291,484.3333333,0
482,70000,FEMALE,2,2,26,2,51320.5,2191,1
483,500000,MALE,1,2,35,-1,1948.833333,4275.666667,0
484,500000,FEMALE,2,1,41,-1,52200.66667,77357.16667,0
485,350000,FEMALE,1,1,33,-2,1050,1019.333333,1
486,290000,FEMALE,2,1,48,-1,13739.83333,9069.5,0
487,20000,MALE,3,2,44,-1,390,325,0
488,260000,FEMALE,3,2,30,-1,2681.5,3312.833333,0
489,30000,FEMALE,2,2,24,3,1050,0,1
490,110000,FEMALE,3,2,29,-1,7267.166667,3222.833333,0
491,300000,FEMALE,3,1,37,-1,3357.666667,1828.166667,0
492,260000,FEMALE,1,2,36,-1,3987.5,3960,0
493,360000,MALE,3,1,37,-1,390,455,0
494,200000,MALE,1,2,32,-1,12083.16667,14179.33333,0
495,180000,MALE,1,2,29,-1,18950.5,18950.5,0
496,150000,MALE,1,2,33,-1,1000.833333,948,0
497,140000,FEMALE,2,1,46,-1,390,455,0
498,30000,FEMALE,1,2,29,-1,740.5,888.8333333,0
499,50000,MALE,2,2,30,-1,675,415,0
500,20000,MALE,3,2,53,-1,7644.833333,5358,0
501,250000,FEMALE,1,1,38,-1,743.1666667,708.8333333,0
502,120000,FEMALE,2,2,24,-1,1159.666667,1277.333333,0
503,750000,FEMALE,2,1,43,-1,79797,88402,0
504,200000,MALE,1,1,43,-1,2842.666667,7612.333333,0
505,140000,FEMALE,2,1,37,-1,4239.666667,2669.333333,0
506,350000,FEMALE,1,1,41,-1,31250,22719.5,0
507,500000,FEMALE,1,1,45,-1,4022,3668,0
508,510000,MALE,1,1,41,-1,6922.666667,6406,0
509,100000,FEMALE,2,1,40,2,49787.33333,1750,1
510,290000,FEMALE,0,2,38,-1,1598.333333,1599.666667,0
511,500000,FEMALE,1,2,32,-1,103724.5,116329.6667,0
512,430000,FEMALE,1,1,48,-1,2033.166667,6713.166667,0
513,80000,MALE,3,2,43,2,68408.66667,333.3333333,1
514,430000,FEMALE,1,1,33,-1,13581.5,13372.66667,0
515,400000,FEMALE,1,2,30,-1,10339.16667,7429.333333,0
516,130000,FEMALE,2,2,28,-1,2209.333333,2577,0
517,200000,MALE,2,1,36,-1,907.6666667,912.6666667,0
518,20000,FEMALE,1,1,32,2,10758.5,1227.333333,1
519,160000,MALE,3,1,36,-1,3549,3011,0
520,80000,FEMALE,2,1,43,-2,29.16666667,264.3333333,1
521,20000,MALE,2,1,26,3,1050,0,1
522,300000,MALE,3,2,51,-1,10911.83333,9533.666667,0
523,80000,FEMALE,3,2,28,-1,1458.833333,1101,0
524,170000,FEMALE,1,1,36,-1,1983.166667,2051.166667,0
525,50000,FEMALE,2,2,27,2,10076.66667,883.3333333,1
526,450000,MALE,2,1,46,-1,15561.33333,17105,0
527,220000,MALE,2,2,30,2,108987.1667,40155.33333,1
528,360000,MALE,1,2,26,-1,1416.333333,3500,0
529,480000,FEMALE,1,1,50,-1,9449.166667,8531.666667,0
530,200000,FEMALE,1,1,31,-1,2863.666667,4544.333333,0
532,150000,FEMALE,1,1,35,-1,752.8333333,708.3333333,0
533,130000,MALE,2,1,42,-1,828.6666667,719,0
534,320000,FEMALE,2,1,44,-1,11947,11598.66667,0
535,240000,FEMALE,2,1,49,-1,43637.66667,50869,0
536,20000,MALE,3,2,23,-1,453.3333333,260,0
537,90000,FEMALE,2,2,23,2,19564.66667,1071.666667,1
538,250000,MALE,1,1,31,-1,9791.833333,7911.5,0
539,310000,FEMALE,2,1,41,-1,3864.166667,3910.5,0
540,300000,MALE,3,2,64,-1,1263,1322.666667,0
541,240000,MALE,1,1,47,2,141243.6667,5696.166667,1
542,20000,MALE,2,2,22,2,18743.66667,833.3333333,1
543,20000,FEMALE,1,2,23,2,12293.16667,1033.333333,1
544,20000,FEMALE,3,1,42,-1,5636.833333,4294,0
545,10000,MALE,3,2,46,3,1050,0,1
546,100000,FEMALE,3,2,24,-1,413.8333333,427.1666667,0
547,20000,FEMALE,2,2,22,2,19308.5,533.3333333,1
548,100000,MALE,2,2,33,2,88238.83333,2825.5,1
549,30000,FEMALE,2,1,27,2,28169,1009.166667,1
550,250000,FEMALE,1,1,44,-1,5715.166667,5608.833333,0
551,260000,FEMALE,2,2,29,-1,2895.166667,2856.5,0
552,150000,FEMALE,1,2,35,-1,123.3333333,438.3333333,0
553,250000,MALE,1,1,42,-1,10492.83333,10855.66667,0
554,50000,MALE,1,2,25,-1,10592,8456.5,0
555,360000,MALE,1,1,35,-1,10462.33333,9632,0
556,240000,MALE,2,1,31,-1,701.6666667,638.3333333,0
557,230000,FEMALE,2,1,42,-1,3064.5,8100,0
558,250000,MALE,1,1,39,-1,1087,1087,0
559,100000,MALE,2,2,31,2,25705,1083.333333,1
560,450000,FEMALE,6,1,51,-1,49421,1421,0
561,230000,FEMALE,2,1,34,-1,2900.333333,2861.166667,0
562,250000,MALE,2,1,47,-1,7579,5813.333333,0
563,130000,FEMALE,1,2,25,-1,1863,1771,0
564,240000,FEMALE,1,1,41,-1,11568.66667,11067,0
565,170000,FEMALE,1,1,52,-1,4035.666667,3598.333333,0
566,450000,FEMALE,1,2,33,-1,8674.5,15895.66667,0
567,50000,FEMALE,2,1,46,2,44865,1500,1
568,280000,FEMALE,1,2,30,-1,13885.16667,13251.66667,0
569,150000,FEMALE,1,2,40,-1,700,566.6666667,0
570,140000,MALE,1,2,27,-1,9391.833333,8142.333333,0
571,220000,FEMALE,1,2,40,-1,10383.33333,9076.666667,0
572,280000,MALE,1,2,31,-1,13063,14491.16667,0
573,230000,MALE,1,2,30,-1,189.8333333,190.3333333,0
574,310000,FEMALE,2,1,43,2,273271.5,8209.166667,1
575,240000,MALE,1,2,33,-1,6883.333333,7028,0
576,160000,FEMALE,2,2,25,-1,13135.33333,12412.5,0
577,300000,FEMALE,3,1,41,-1,485.6666667,486,0
578,90000,FEMALE,2,1,37,-1,1261,905.6666667,0
579,80000,FEMALE,3,1,36,-1,4375.166667,3732.333333,0
580,50000,MALE,2,2,33,2,42576.33333,2216.666667,1
581,270000,FEMALE,2,1,35,-1,210.1666667,337.3333333,0
582,180000,FEMALE,2,1,49,-1,622.8333333,675.6666667,0
583,20000,MALE,2,1,30,-1,686,570.5,0
584,360000,MALE,1,1,44,-1,165,165,0
585,580000,FEMALE,2,1,57,-1,8675.166667,6925.666667,0
586,80000,FEMALE,1,2,25,-1,390,390,0
587,60000,MALE,5,2,23,-1,1054.833333,450,0
588,120000,FEMALE,1,2,30,-1,1516,1516,0
589,360000,FEMALE,1,1,31,-1,5998,6488.166667,0
590,40000,FEMALE,2,1,44,-1,5287.166667,4495.666667,0
591,100000,FEMALE,3,1,36,-1,313.3333333,50,0
592,260000,MALE,1,2,34,-1,434,434.6666667,0
593,140000,FEMALE,2,1,49,-1,506,424.5,0
594,260000,MALE,1,2,49,-1,1828.833333,1828.833333,0
595,180000,MALE,2,1,35,-1,915.8333333,732.6666667,0
596,150000,FEMALE,2,2,24,-1,2385.833333,2385.833333,0
597,250000,MALE,1,1,37,-1,1872.166667,2044.666667,0
598,330000,FEMALE,2,1,39,3,361977.6667,0,1
599,330000,MALE,1,1,57,-1,1189.666667,1304.333333,0
600,180000,FEMALE,1,1,51,-1,415.5,462,0
601,100000,MALE,2,2,25,-1,585.6666667,585.6666667,0
602,500000,MALE,1,1,53,-1,24178.66667,7581.166667,0
603,180000,MALE,1,2,35,-1,6022.333333,6022.333333,0
604,50000,FEMALE,2,2,27,-1,1137.333333,897,0
605,170000,MALE,1,1,44,-1,9544.333333,10056.66667,0
606,90000,FEMALE,1,1,36,-1,1996.5,330,0
607,180000,FEMALE,2,1,34,2,99263.5,4000,1
608,20000,FEMALE,2,1,41,-1,3232.5,1673.5,0
609,90000,MALE,2,1,35,3,107328.8333,0,1
610,160000,MALE,1,2,32,-1,4706.5,3938.5,0
611,100000,FEMALE,2,2,25,3,57886.5,2183.333333,1
612,360000,MALE,2,2,28,-1,9666.333333,11236,0
613,450000,FEMALE,1,2,28,-1,3520.833333,3577.5,0
614,260000,FEMALE,1,2,29,-1,4726,4726,0
615,200000,MALE,2,2,30,-1,405.3333333,351,0
616,90000,FEMALE,1,1,37,-1,11143.66667,12250.16667,0
617,30000,MALE,3,2,25,-2,384.8333333,389,1
618,90000,FEMALE,2,2,29,-1,7618.5,5049.666667,0
619,240000,FEMALE,1,2,26,-1,1953.166667,2102.833333,0
620,280000,FEMALE,1,2,39,-1,1328.5,1311.833333,0
621,20000,MALE,1,2,24,-1,4755.166667,4847.833333,0
622,50000,MALE,2,2,26,2,34524.16667,1316.666667,1
623,360000,MALE,1,2,31,-1,550,550,0
624,320000,MALE,2,1,31,-1,5177.333333,4088.833333,0
625,10000,MALE,2,2,25,-1,615.3333333,535.1666667,0
626,200000,FEMALE,1,2,32,-1,280.1666667,257.5,0
627,500000,FEMALE,1,1,33,-1,1314,2082.833333,0
628,270000,FEMALE,2,1,33,-1,13332.66667,13311.5,0
629,120000,FEMALE,1,2,30,-1,326,326,0
630,190000,MALE,1,1,36,-1,1083.333333,5480.166667,0
631,330000,MALE,1,2,32,-1,5650.666667,1381.833333,0
632,30000,FEMALE,2,1,43,2,17534.16667,1310.166667,1
633,10000,FEMALE,2,1,55,2,6549.166667,533.3333333,1
634,220000,FEMALE,1,1,35,-1,310,480,0
635,200000,MALE,3,1,50,2,170455.6667,4502.833333,1
636,110000,MALE,2,1,54,2,59363,2016.666667,1
637,300000,MALE,1,2,38,-1,482,632.3333333,0
638,750000,FEMALE,3,1,40,-1,25000.33333,35213.33333,0
639,160000,FEMALE,2,2,51,-1,4726,4450,0
640,230000,FEMALE,1,2,30,-1,1847.333333,1868.666667,0
641,100000,MALE,2,1,35,2,62670,2883.333333,1
642,90000,FEMALE,2,1,47,-1,11702.83333,11568.33333,0
643,140000,MALE,1,2,44,-1,5881.666667,5000.5,0
644,130000,FEMALE,2,1,50,-1,1062.5,1229.833333,0
645,100000,FEMALE,2,1,50,2,47163,2240.166667,1
646,50000,MALE,2,2,27,2,44535.33333,2920.5,1
647,490000,MALE,1,2,44,-1,5228.666667,5544.666667,0
648,150000,FEMALE,2,3,41,-1,856.3333333,1031.5,0
649,210000,FEMALE,2,1,32,-1,626.3333333,709.5,0
650,290000,MALE,1,1,44,-1,12645.83333,10807.16667,0
651,410000,MALE,1,1,38,-1,4391.833333,2580.666667,0
652,320000,MALE,2,2,52,-1,1414.333333,7846,0
653,500000,MALE,2,1,48,-1,38618.66667,37772.16667,0
654,50000,MALE,2,1,58,-1,2492.5,2419,0
655,360000,MALE,1,1,44,-1,4707.333333,1933.666667,0
656,500000,MALE,1,1,50,2,78359.5,2601.666667,1
657,80000,FEMALE,2,1,42,2,48013,1950,1
658,20000,FEMALE,3,1,30,-1,21985.33333,3150,0
659,260000,MALE,1,2,28,-1,8028.666667,9604.166667,0
660,220000,FEMALE,1,2,33,-1,11444.33333,11999,0
661,60000,FEMALE,1,2,34,-1,4581,4581,0
662,50000,FEMALE,2,2,22,2,16100.83333,833.3333333,1
663,170000,FEMALE,1,2,27,-1,82908.33333,2210.166667,0
664,210000,MALE,2,1,41,2,91707,3566.666667,1
665,130000,FEMALE,2,2,29,2,4292.5,916.6666667,1
666,50000,MALE,2,2,29,2,47363.33333,2333.333333,1
667,150000,MALE,1,2,29,-1,2484.833333,2443.333333,0
668,420000,FEMALE,1,2,33,-1,5693.5,68090.5,0
669,160000,FEMALE,2,2,28,2,113757.3333,3883.333333,1
670,100000,FEMALE,2,1,38,-1,58.16666667,149.8333333,0
671,210000,FEMALE,2,1,34,-1,3355.5,3203.166667,0
672,40000,FEMALE,2,1,43,-1,907.1666667,1030.5,0
673,180000,MALE,5,2,29,-1,27787.66667,2420,0
674,160000,MALE,3,1,57,-1,390,390,0
675,160000,FEMALE,2,1,35,2,136333.5,5442,1
676,230000,FEMALE,1,2,30,-1,769.1666667,613.1666667,0
677,280000,MALE,1,2,31,-1,1803.5,1309.5,0
678,30000,FEMALE,2,1,29,2,17544.16667,883.3333333,1
679,280000,FEMALE,1,2,34,-1,1760.5,166.6666667,0
680,340000,MALE,1,2,35,-1,2210.333333,5131,0
681,140000,FEMALE,1,2,30,-1,365.3333333,394,0
682,320000,MALE,1,1,44,-1,7666.666667,7666.666667,0
683,240000,MALE,3,1,43,2,2115,416.6666667,1
684,150000,FEMALE,1,2,26,2,72460,2306.166667,1
685,80000,MALE,2,1,36,2,79114.66667,3116.666667,1
686,160000,FEMALE,3,1,58,-1,18999.33333,18817.33333,0
687,160000,MALE,1,2,40,-1,740,620.8333333,0
688,170000,FEMALE,3,1,61,-1,33.33333333,33.33333333,0
689,170000,MALE,2,1,49,2,20176.66667,981,1
690,200000,FEMALE,2,2,31,-1,1487.5,1619,0
691,80000,FEMALE,1,2,25,-1,800.1666667,1254.333333,0
692,120000,FEMALE,2,1,34,2,66524.16667,2675,1
693,140000,FEMALE,2,1,24,-1,696,696,0
694,200000,FEMALE,1,1,32,-1,150,296.6666667,0
695,350000,FEMALE,3,1,49,-1,5775,3883.666667,0
696,150000,MALE,2,1,35,-1,2552.333333,2611.333333,0
697,180000,FEMALE,2,1,48,-1,16767.83333,14929.33333,0
698,50000,FEMALE,2,1,52,-1,1345.333333,1555.833333,0
699,140000,MALE,3,1,45,2,134756.3333,4243.666667,1
700,360000,FEMALE,1,1,48,-1,616,519.1666667,0
701,30000,FEMALE,3,2,36,2,26821.83333,1061.5,1
702,30000,FEMALE,5,2,23,-1,10325.66667,7923.666667,0
703,360000,MALE,3,1,51,-1,1429.166667,927,0
704,210000,FEMALE,2,2,34,-1,5650,6862.333333,0
705,180000,FEMALE,1,2,32,2,79909.16667,3316.666667,1
706,240000,FEMALE,3,2,36,-1,1371.666667,2091.666667,0
707,50000,FEMALE,2,2,25,2,15474.83333,1000,1
708,180000,FEMALE,1,1,47,-1,10137.66667,9809.666667,0
709,80000,MALE,2,2,27,-1,530,440,0
710,240000,MALE,3,2,32,-1,6756.5,6085.333333,0
711,240000,MALE,1,2,35,-1,1444.166667,1690.5,0
712,110000,FEMALE,2,1,26,2,93078.83333,4466.666667,1
713,70000,MALE,3,1,46,2,32357,1513.833333,1
714,180000,FEMALE,2,2,48,-1,11723,13538.66667,0
715,190000,MALE,1,1,50,2,72967.83333,2833.333333,1
716,150000,FEMALE,1,1,36,-1,13570.83333,14348.66667,0
717,200000,FEMALE,5,2,34,-1,5375.5,3355.833333,0
718,500000,FEMALE,1,1,35,-1,5023.333333,5666.166667,0
719,50000,FEMALE,2,1,43,-1,411.1666667,350.6666667,0
720,210000,MALE,1,2,28,-1,1378.333333,1378.333333,0
721,150000,FEMALE,1,2,27,-1,5623.333333,4405,0
722,20000,FEMALE,2,2,50,2,5745.833333,810.3333333,1
723,200000,MALE,1,1,63,-1,316,316,0
724,80000,FEMALE,3,2,25,-1,1971.333333,1941.833333,0
725,250000,FEMALE,1,2,32,-1,190,184.1666667,0
726,160000,FEMALE,2,1,40,-1,807.8333333,696,0
727,50000,FEMALE,2,1,38,-1,671.8333333,681,0
728,80000,MALE,2,1,36,2,475,166.6666667,1
729,200000,FEMALE,2,1,35,-1,2885.833333,3745.5,0
730,500000,FEMALE,1,1,33,-1,373702.5,385692,0
731,360000,FEMALE,1,2,36,-1,2471.666667,2508,0
732,400000,FEMALE,1,1,48,-1,14416,18214.5,0
733,200000,MALE,1,2,27,-1,14280.66667,14807.66667,0
734,500000,MALE,2,2,30,-1,1408.5,1447.5,0
735,200000,MALE,1,1,45,-1,900.5,804.3333333,0
736,200000,FEMALE,1,2,30,-1,1268.5,1304,0
737,170000,MALE,2,2,41,-1,5206.833333,4789.666667,0
738,20000,MALE,3,2,25,4,1650,0,1
739,500000,MALE,1,1,36,-1,12265.66667,8165,0
740,100000,FEMALE,2,1,48,-1,2801.333333,481,0
741,500000,MALE,1,1,34,-1,1245.333333,1033,0
742,500000,FEMALE,2,1,52,-1,7987.5,6858.166667,0
743,450000,MALE,2,1,44,-1,8091,11933.83333,0
744,10000,MALE,3,1,40,2,8204.166667,684,1
745,50000,FEMALE,2,1,48,-1,4468.833333,3471.833333,0
746,200000,MALE,1,2,37,2,166233.6667,6166.666667,1
747,490000,FEMALE,2,1,52,-1,6245,5959.833333,0
748,50000,MALE,3,1,39,-1,1881.833333,3871,0
749,500000,MALE,2,2,67,-1,2924.333333,2714.666667,0
750,100000,FEMALE,1,2,27,-1,2439.833333,2398.666667,0
751,90000,FEMALE,1,2,26,-1,8836.833333,6704,0
752,30000,MALE,2,2,49,-1,937,660.5,0
753,360000,MALE,3,1,53,-1,80747.83333,75048,0
754,230000,MALE,1,2,39,-1,1999.666667,2794.5,0
755,150000,FEMALE,3,2,25,-1,247.1666667,580.5,0
756,200000,FEMALE,3,1,30,-1,888.3333333,701.6666667,0
757,20000,FEMALE,3,3,55,2,19738.16667,790.6666667,1
758,100000,FEMALE,3,2,29,-1,3587.333333,3543.166667,0
759,30000,MALE,3,2,28,3,608.3333333,191.6666667,1
760,30000,MALE,1,2,33,2,26664.83333,1050,1
761,140000,MALE,3,2,23,-1,742.1666667,767.1666667,0
762,450000,FEMALE,1,1,42,-1,14733.5,5044,0
763,200000,MALE,1,2,30,-1,2769.833333,3392.5,0
764,200000,FEMALE,3,1,69,-2,1666.666667,0,1
765,500000,MALE,1,2,33,-1,16112.5,16494.33333,0
766,80000,MALE,1,2,27,-1,2968,1877.333333,0
767,290000,MALE,1,2,35,-2,93846,2435,1
768,500000,MALE,1,1,34,-1,40340.16667,39550.33333,0
769,80000,MALE,3,2,24,-1,416,554.6666667,0
770,380000,FEMALE,2,1,35,-1,1891.666667,1792.833333,0
771,400000,FEMALE,2,1,44,-1,890.5,932.3333333,0
772,300000,FEMALE,1,2,32,-1,2101.333333,1772.666667,0
773,100000,FEMALE,2,1,30,2,31236.16667,1300,1
774,150000,MALE,2,2,26,-2,604.5,0,1
775,30000,FEMALE,3,1,58,2,26792.5,1106.166667,1
776,250000,MALE,1,1,41,-1,11425,9910.166667,0
777,130000,FEMALE,2,1,37,-1,1834,2079.5,0
778,230000,FEMALE,3,1,58,-2,648.3333333,648.3333333,1
779,90000,FEMALE,1,1,38,-1,983.1666667,1275.166667,0
780,30000,FEMALE,2,2,23,-1,160.3333333,160.6666667,0
781,360000,MALE,3,1,37,-1,193.8333333,143.3333333,0
782,60000,MALE,2,2,33,-1,2739.833333,5000,0
783,160000,FEMALE,2,2,27,2,161272,6183.333333,1
784,100000,FEMALE,1,1,38,-1,1135.166667,857,0
785,60000,FEMALE,3,1,48,-1,1524.666667,1515.333333,0
786,200000,FEMALE,1,1,40,-1,316,316,0
787,200000,FEMALE,3,1,29,-1,6060.5,6060.5,0
788,50000,MALE,2,2,24,-1,356.6666667,1500,0
789,270000,FEMALE,2,1,42,-1,7592.833333,8760.666667,0
790,50000,FEMALE,1,2,26,-1,115.8333333,796.1666667,0
791,200000,FEMALE,2,2,28,-1,811,811,0
792,30000,FEMALE,2,1,23,2,14115.16667,978.6666667,1
793,410000,MALE,2,1,36,-1,9705.5,29813,0
794,80000,MALE,1,2,28,-2,5848.5,5131.5,1
795,350000,FEMALE,1,3,48,-1,73981.16667,46245.33333,0
796,30000,FEMALE,3,2,27,2,14105.16667,633.3333333,1
797,50000,FEMALE,1,2,25,2,48833.16667,1950,1
798,280000,FEMALE,1,1,37,-1,3044.333333,3028.833333,0
799,120000,FEMALE,2,3,37,2,27978,1109.333333,1
800,380000,MALE,3,2,33,-1,38086.5,48370.16667,0
801,200000,MALE,1,1,44,-1,13769.66667,10376,0
802,150000,FEMALE,1,2,32,-1,1996.833333,1969.333333,0
803,20000,MALE,3,2,23,2,10200.5,583.3333333,1
804,30000,FEMALE,3,2,59,2,23639.5,1160.5,1
805,400000,FEMALE,1,1,36,-1,9429.833333,8250,0
806,120000,MALE,3,1,38,2,80706.66667,3100,1
807,160000,FEMALE,2,2,37,2,151210,4918.5,1
808,300000,FEMALE,1,1,39,-1,4548.5,2580.333333,0
809,320000,MALE,1,3,32,-1,2771.666667,3106.333333,0
810,20000,FEMALE,1,2,22,-1,248.6666667,1532.5,0
811,120000,FEMALE,3,2,31,-1,619.8333333,504.8333333,0
812,240000,FEMALE,1,1,40,-2,1250,0,1
813,100000,FEMALE,2,2,26,-1,388.3333333,325,0
814,190000,FEMALE,2,2,26,-1,10425.66667,21661.33333,0
815,360000,MALE,1,2,31,-1,15711.33333,20358,0
816,130000,FEMALE,2,1,33,-1,1331,1480.333333,0
817,190000,MALE,1,2,36,2,111820.8333,4533.333333,1
818,10000,MALE,3,2,25,-1,935.1666667,1471.666667,0
819,10000,MALE,2,2,26,7,2400,0,1
820,120000,FEMALE,1,1,30,-1,25,58.33333333,0
821,230000,FEMALE,1,1,30,-1,17170,16753.33333,0
822,180000,FEMALE,1,2,31,-1,5730.5,8023.166667,0
823,320000,FEMALE,1,2,31,-1,4133.833333,3960.833333,0
824,260000,MALE,2,2,31,-1,326,350,0
825,710000,MALE,2,2,33,-1,6836.166667,9935.333333,0
826,280000,MALE,2,1,41,-1,5694.666667,5392,0
827,200000,FEMALE,2,1,53,-1,11459.16667,10616,0
828,110000,FEMALE,1,1,41,7,150,0,0
829,290000,FEMALE,2,1,53,-1,2148.333333,2731,0
830,80000,FEMALE,3,1,39,-1,2839,2719.833333,0
831,300000,MALE,3,2,34,-1,5465.333333,4709.5,0
832,200000,FEMALE,2,1,36,-1,1590.666667,1600.333333,0
833,300000,FEMALE,2,1,42,-1,11743.5,13153.66667,0
834,290000,FEMALE,1,1,41,-1,2392.333333,715.6666667,0
835,500000,MALE,1,1,38,-1,21015.33333,10573.66667,0
836,350000,MALE,1,1,55,-1,5038.833333,4046.666667,0
837,300000,FEMALE,1,1,54,-1,2636.833333,3403.833333,0
838,70000,FEMALE,1,2,24,2,16943.5,868,1
839,200000,MALE,1,2,47,-1,721,721,0
840,170000,FEMALE,1,1,44,-1,12472.66667,8131.833333,0
841,500000,FEMALE,1,2,37,-1,2104,1290,0
842,230000,MALE,3,1,53,-1,12302.66667,12547.83333,0
843,360000,FEMALE,3,1,47,-2,2146.166667,1986.166667,1
844,500000,FEMALE,2,1,41,-1,32507.16667,18858.83333,0
845,80000,FEMALE,3,1,39,-1,3380,3411.666667,0
846,280000,FEMALE,1,2,29,-1,4024.833333,3837.666667,0
847,20000,FEMALE,2,2,23,6,2300,0,1
848,130000,MALE,2,1,38,-1,3031,2966,0
849,500000,MALE,1,1,55,2,4957,0,1
850,200000,FEMALE,2,1,27,2,180370,5283.333333,1
851,50000,FEMALE,1,2,49,4,150,0,1
852,170000,FEMALE,1,2,36,-1,505.1666667,620,0
853,320000,FEMALE,1,2,33,-1,1993.166667,2609,0
854,280000,FEMALE,1,1,41,-1,1310.333333,1264.833333,0
855,50000,FEMALE,2,1,30,2,1650.666667,717.8333333,1
856,220000,FEMALE,1,2,42,-1,32058,29033.83333,0
857,150000,FEMALE,1,2,25,2,146358.8333,5783.666667,1
858,200000,MALE,1,1,36,-1,20693.66667,21533.66667,0
859,10000,MALE,1,2,23,3,1050,0,1
860,120000,MALE,1,1,35,2,116534,4412.5,1
861,500000,MALE,1,2,28,-1,4330.833333,2144.5,0
862,150000,FEMALE,1,1,39,2,66333.66667,1283.333333,1
863,420000,FEMALE,1,1,36,-1,7247.333333,8888.333333,0
864,350000,MALE,1,2,27,-1,52937.66667,61241.66667,0
865,230000,FEMALE,1,2,31,-1,487.3333333,685.1666667,0
866,30000,FEMALE,1,2,34,2,24972.16667,894.3333333,1
867,30000,FEMALE,1,2,24,2,-8.5,1030,1
868,230000,MALE,1,2,28,-1,16180.33333,18592.83333,0
869,240000,FEMALE,3,1,37,-1,1127.5,2369.333333,0
870,430000,FEMALE,2,2,27,-2,7591.5,5069.166667,1
872,380000,MALE,1,1,53,-1,2914.166667,3500.666667,0
873,210000,FEMALE,2,1,39,-1,14088,12348.66667,0
874,170000,MALE,1,1,45,-1,2557.5,3053,0
875,200000,MALE,2,1,41,-1,2610.333333,744.8333333,0
876,30000,MALE,2,2,27,-1,1248.666667,1061.666667,0
877,380000,MALE,1,1,42,-1,1650.666667,922.1666667,0
878,360000,MALE,1,1,38,-1,4088.333333,4334.5,0
879,210000,FEMALE,1,2,30,-1,708,806,0
880,80000,FEMALE,2,1,37,-1,1571,1324.333333,0
881,260000,FEMALE,1,1,53,-1,665.1666667,827,0
882,10000,FEMALE,1,2,23,6,2300,0,1
883,180000,FEMALE,2,1,36,-1,393.8333333,280.1666667,0
884,400000,MALE,1,1,44,-1,1468,787.6666667,0
885,460000,FEMALE,1,2,26,-1,16211.16667,15831.33333,0
886,360000,MALE,1,2,35,-1,19732.83333,22284.5,0
887,440000,FEMALE,1,1,33,-1,16.66666667,66.66666667,0
888,500000,MALE,1,1,52,-1,46727.83333,48111.33333,0
889,240000,MALE,1,1,44,-1,2500.5,1883.5,0
890,30000,MALE,2,2,51,2,25872.5,717.3333333,1
891,500000,MALE,1,1,49,-1,44667.5,68256,0
892,80000,FEMALE,2,1,35,-1,9778.833333,10190.16667,0
893,70000,FEMALE,2,1,33,2,67624,2544.166667,1
894,150000,MALE,1,1,49,-1,4781.5,3726.833333,0
895,80000,MALE,1,2,34,2,65317,2550,1
896,260000,MALE,1,1,43,-1,521.5,634.6666667,0
897,120000,FEMALE,2,1,34,-1,1466.666667,1522.5,0
898,50000,FEMALE,1,1,40,2,1181,726.6666667,1
899,150000,FEMALE,1,2,41,-1,1638.666667,257.8333333,0
900,280000,FEMALE,1,2,31,-1,1386.833333,2178.5,0
